frequency,date_int
0,20180303014500
0,20180303020000
0,20180303021500
0,20180303023000
0,20180303024500
0,20180303030000
0,20180303031500
0,20180303033000
0,20180303034500
0,20180303040000
0,20180303041500
0,20180303043000
0,20180303044500
0,20180303050000
0,20180303051500
0,20180303053000
0,20180303054500
0,20180303060000
0,20180303061500
0,20180303063000
0,20180303064500
0,20180303070000
0,20180303071500
0,20180303073000
0,20180303074500
0,20180303080000
0,20180303081500
0,20180303083000
0,20180303084500
0,20180303090000
0,20180303091500
0,20180303093000
14,20180303094500
0,20180303100000
8,20180303101500
0,20180303103000
0,20180303104500
8,20180303110000
2,20180303111500
4,20180303113000
6,20180303114500
8,20180303120000
0,20180303121500
0,20180303123000
0,20180303124500
0,20180303130000
0,20180303131500
12,20180303133000
0,20180303134500
0,20180303140000
0,20180303141500
4,20180303143000
0,20180303144500
0,20180303150000
0,20180303151500
8,20180303153000
4,20180303154500
0,20180303160000
0,20180303161500
0,20180303163000
0,20180303164500
0,20180303170000
8,20180303171500
0,20180303173000
0,20180303174500
0,20180303180000
0,20180303181500
0,20180303183000
0,20180303184500
0,20180303190000
0,20180303191500
0,20180303193000
0,20180303194500
0,20180303200000
0,20180303201500
0,20180303203000
0,20180303204500
0,20180303210000
0,20180303211500
0,20180303213000
0,20180303214500
0,20180303220000
0,20180303221500
0,20180303223000
0,20180303224500
0,20180303230000
0,20180303231500
0,20180303233000
0,20180303234500
0,20180304000000
0,20180304001500
0,20180304003000
0,20180304004500
0,20180304010000
0,20180304011500
0,20180304013000
0,20180304014500
0,20180304020000
0,20180304021500
0,20180304023000
0,20180304024500
0,20180304030000
0,20180304031500
0,20180304033000
0,20180304034500
0,20180304040000
0,20180304041500
0,20180304043000
0,20180304044500
0,20180304050000
0,20180304051500
0,20180304053000
0,20180304054500
0,20180304060000
0,20180304061500
0,20180304063000
0,20180304064500
0,20180304070000
0,20180304071500
0,20180304073000
0,20180304074500
0,20180304080000
0,20180304081500
0,20180304083000
0,20180304084500
0,20180304090000
0,20180304091500
0,20180304093000
0,20180304094500
4,20180304100000
0,20180304101500
0,20180304103000
0,20180304104500
0,20180304110000
4,20180304111500
6,20180304113000
0,20180304114500
0,20180304120000
0,20180304121500
0,20180304123000
0,20180304124500
4,20180304130000
0,20180304131500
0,20180304133000
0,20180304134500
0,20180304140000
4,20180304141500
0,20180304143000
4,20180304144500
0,20180304150000
0,20180304151500
0,20180304153000
0,20180304154500
0,20180304160000
0,20180304161500
0,20180304163000
0,20180304164500
0,20180304170000
0,20180304171500
0,20180304173000
0,20180304174500
0,20180304180000
0,20180304181500
0,20180304183000
0,20180304184500
0,20180304190000
0,20180304191500
0,20180304193000
0,20180304194500
0,20180304200000
0,20180304201500
0,20180304203000
0,20180304204500
0,20180304210000
0,20180304211500
0,20180304213000
0,20180304214500
0,20180304220000
0,20180304221500
0,20180304223000
0,20180304224500
0,20180304230000
0,20180304231500
0,20180304233000
0,20180304234500
0,20180305000000
0,20180305001500
0,20180305003000
0,20180305004500
0,20180305010000
0,20180305011500
0,20180305013000
0,20180305014500
0,20180305020000
0,20180305021500
0,20180305023000
0,20180305024500
0,20180305030000
0,20180305031500
0,20180305033000
0,20180305034500
0,20180305040000
0,20180305041500
0,20180305043000
0,20180305044500
0,20180305050000
0,20180305051500
0,20180305053000
0,20180305054500
0,20180305060000
0,20180305061500
0,20180305063000
0,20180305064500
0,20180305070000
0,20180305071500
0,20180305073000
0,20180305074500
0,20180305080000
0,20180305081500
0,20180305083000
0,20180305084500
0,20180305090000
0,20180305091500
0,20180305093000
0,20180305094500
0,20180305100000
0,20180305101500
0,20180305103000
0,20180305104500
0,20180305110000
0,20180305111500
0,20180305113000
0,20180305114500
0,20180305120000
0,20180305121500
0,20180305123000
0,20180305124500
0,20180305130000
0,20180305131500
10,20180305133000
12,20180305134500
0,20180305140000
4,20180305141500
0,20180305143000
4,20180305144500
0,20180305150000
6,20180305151500
0,20180305153000
0,20180305154500
4,20180305160000
0,20180305161500
4,20180305163000
12,20180305164500
8,20180305170000
0,20180305171500
4,20180305173000
4,20180305174500
0,20180305180000
4,20180305181500
0,20180305183000
0,20180305184500
0,20180305190000
0,20180305191500
0,20180305193000
0,20180305194500
0,20180305200000
0,20180305201500
0,20180305203000
0,20180305204500
0,20180305210000
0,20180305211500
0,20180305213000
0,20180305214500
0,20180305220000
0,20180305221500
0,20180305223000
0,20180305224500
0,20180305230000
0,20180305231500
0,20180305233000
0,20180305234500
0,20180306000000
0,20180306001500
0,20180306003000
0,20180306004500
0,20180306010000
0,20180306011500
0,20180306013000
0,20180306014500
0,20180306020000
0,20180306021500
0,20180306023000
0,20180306024500
0,20180306030000
0,20180306031500
0,20180306033000
0,20180306034500
0,20180306040000
0,20180306041500
0,20180306043000
0,20180306044500
0,20180306050000
0,20180306051500
0,20180306053000
0,20180306054500
0,20180306060000
0,20180306061500
0,20180306063000
0,20180306064500
0,20180306070000
0,20180306071500
0,20180306073000
0,20180306074500
0,20180306080000
0,20180306081500
0,20180306083000
0,20180306084500
0,20180306090000
10,20180306091500
0,20180306093000
0,20180306094500
0,20180306100000
4,20180306101500
4,20180306103000
0,20180306104500
2,20180306110000
16,20180306111500
6,20180306113000
0,20180306114500
0,20180306120000
4,20180306121500
22,20180306123000
8,20180306124500
8,20180306130000
0,20180306131500
4,20180306133000
8,20180306134500
8,20180306140000
8,20180306141500
0,20180306143000
4,20180306144500
14,20180306150000
0,20180306151500
0,20180306153000
4,20180306154500
10,20180306160000
0,20180306161500
0,20180306163000
10,20180306164500
2,20180306170000
8,20180306171500
0,20180306173000
6,20180306174500
4,20180306180000
4,20180306181500
0,20180306183000
0,20180306184500
0,20180306190000
0,20180306191500
0,20180306193000
0,20180306194500
0,20180306200000
0,20180306201500
0,20180306203000
0,20180306204500
0,20180306210000
0,20180306211500
0,20180306213000
0,20180306214500
0,20180306220000
0,20180306221500
0,20180306223000
0,20180306224500
0,20180306230000
0,20180306231500
0,20180306233000
0,20180306234500
0,20180307000000
0,20180307001500
0,20180307003000
0,20180307004500
0,20180307010000
0,20180307011500
0,20180307013000
0,20180307014500
0,20180307020000
0,20180307021500
0,20180307023000
0,20180307024500
0,20180307030000
0,20180307031500
0,20180307033000
0,20180307034500
0,20180307040000
0,20180307041500
0,20180307043000
0,20180307044500
0,20180307050000
0,20180307051500
0,20180307053000
0,20180307054500
0,20180307060000
0,20180307061500
0,20180307063000
0,20180307064500
0,20180307070000
0,20180307071500
0,20180307073000
0,20180307074500
0,20180307080000
0,20180307081500
0,20180307083000
0,20180307084500
0,20180307090000
0,20180307091500
4,20180307093000
4,20180307094500
0,20180307100000
0,20180307101500
0,20180307103000
4,20180307104500
4,20180307110000
2,20180307111500
4,20180307113000
10,20180307114500
12,20180307120000
8,20180307121500
0,20180307123000
14,20180307124500
8,20180307130000
16,20180307131500
14,20180307133000
28,20180307134500
16,20180307140000
6,20180307141500
0,20180307143000
2,20180307144500
0,20180307150000
0,20180307151500
12,20180307153000
4,20180307154500
0,20180307160000
6,20180307161500
14,20180307163000
2,20180307164500
0,20180307170000
4,20180307171500
6,20180307173000
0,20180307174500
0,20180307180000
4,20180307181500
0,20180307183000
0,20180307184500
0,20180307190000
0,20180307191500
0,20180307193000
0,20180307194500
0,20180307200000
0,20180307201500
0,20180307203000
0,20180307204500
0,20180307210000
0,20180307211500
0,20180307213000
0,20180307214500
0,20180307220000
0,20180307221500
0,20180307223000
0,20180307224500
0,20180307230000
0,20180307231500
0,20180307233000
0,20180307234500
0,20180308000000
0,20180308001500
0,20180308003000
0,20180308004500
0,20180308010000
0,20180308011500
0,20180308013000
0,20180308014500
0,20180308020000
0,20180308021500
0,20180308023000
0,20180308024500
0,20180308030000
0,20180308031500
0,20180308033000
0,20180308034500
0,20180308040000
0,20180308041500
0,20180308043000
0,20180308044500
0,20180308050000
0,20180308051500
0,20180308053000
0,20180308054500
0,20180308060000
0,20180308061500
0,20180308063000
0,20180308064500
0,20180308070000
0,20180308071500
0,20180308073000
0,20180308074500
0,20180308080000
0,20180308081500
0,20180308083000
0,20180308084500
0,20180308090000
4,20180308091500
8,20180308093000
2,20180308094500
0,20180308100000
2,20180308101500
4,20180308103000
2,20180308104500
4,20180308110000
0,20180308111500
4,20180308113000
2,20180308114500
4,20180308120000
6,20180308121500
6,20180308123000
2,20180308124500
0,20180308130000
4,20180308131500
10,20180308133000
10,20180308134500
0,20180308140000
6,20180308141500
10,20180308143000
2,20180308144500
4,20180308150000
4,20180308151500
0,20180308153000
0,20180308154500
18,20180308160000
0,20180308161500
6,20180308163000
4,20180308164500
2,20180308170000
2,20180308171500
0,20180308173000
0,20180308174500
0,20180308180000
0,20180308181500
0,20180308183000
0,20180308184500
0,20180308190000
0,20180308191500
0,20180308193000
0,20180308194500
0,20180308200000
0,20180308201500
0,20180308203000
0,20180308204500
0,20180308210000
0,20180308211500
0,20180308213000
0,20180308214500
0,20180308220000
0,20180308221500
0,20180308223000
0,20180308224500
0,20180308230000
0,20180308231500
0,20180308233000
0,20180308234500
0,20180309000000
0,20180309001500
0,20180309003000
0,20180309004500
0,20180309010000
0,20180309011500
0,20180309013000
0,20180309014500
0,20180309020000
0,20180309021500
0,20180309023000
0,20180309024500
0,20180309030000
0,20180309031500
0,20180309033000
0,20180309034500
0,20180309040000
0,20180309041500
0,20180309043000
0,20180309044500
0,20180309050000
0,20180309051500
0,20180309053000
0,20180309054500
0,20180309060000
0,20180309061500
0,20180309063000
0,20180309064500
0,20180309070000
0,20180309071500
0,20180309073000
0,20180309074500
0,20180309080000
0,20180309081500
0,20180309083000
0,20180309084500
0,20180309090000
0,20180309091500
0,20180309093000
0,20180309094500
8,20180309100000
4,20180309101500
4,20180309103000
12,20180309104500
2,20180309110000
10,20180309111500
32,20180309113000
4,20180309114500
12,20180309120000
20,20180309121500
10,20180309123000
12,20180309124500
12,20180309130000
32,20180309131500
8,20180309133000
24,20180309134500
6,20180309140000
16,20180309141500
8,20180309143000
4,20180309144500
14,20180309150000
4,20180309151500
22,20180309153000
30,20180309154500
10,20180309160000
34,20180309161500
20,20180309163000
16,20180309164500
4,20180309170000
22,20180309171500
16,20180309173000
8,20180309174500
4,20180309180000
4,20180309181500
10,20180309183000
0,20180309184500
0,20180309190000
0,20180309191500
0,20180309193000
0,20180309194500
0,20180309200000
0,20180309201500
0,20180309203000
0,20180309204500
0,20180309210000
0,20180309211500
0,20180309213000
0,20180309214500
0,20180309220000
0,20180309221500
0,20180309223000
0,20180309224500
0,20180309230000
0,20180309231500
0,20180309233000
0,20180309234500
0,20180310000000
0,20180310001500
0,20180310003000
0,20180310004500
0,20180310010000
0,20180310011500
0,20180310013000
0,20180310014500
0,20180310020000
0,20180310021500
0,20180310023000
0,20180310024500
0,20180310030000
0,20180310031500
0,20180310033000
0,20180310034500
0,20180310040000
0,20180310041500
0,20180310043000
0,20180310044500
0,20180310050000
0,20180310051500
0,20180310053000
0,20180310054500
0,20180310060000
0,20180310061500
0,20180310063000
0,20180310064500
0,20180310070000
0,20180310071500
0,20180310073000
0,20180310074500
0,20180310080000
0,20180310081500
0,20180310083000
8,20180310084500
0,20180310090000
0,20180310091500
4,20180310093000
4,20180310094500
6,20180310100000
0,20180310101500
4,20180310103000
18,20180310104500
12,20180310110000
8,20180310111500
22,20180310113000
10,20180310114500
48,20180310120000
28,20180310121500
36,20180310123000
44,20180310124500
8,20180310130000
20,20180310131500
24,20180310133000
36,20180310134500
16,20180310140000
26,20180310141500
22,20180310143000
10,20180310144500
0,20180310150000
0,20180310151500
0,20180310153000
8,20180310154500
8,20180310160000
18,20180310161500
12,20180310163000
4,20180310164500
18,20180310170000
26,20180310171500
12,20180310173000
0,20180310174500
2,20180310180000
8,20180310181500
0,20180310183000
0,20180310184500
0,20180310190000
0,20180310191500
0,20180310193000
0,20180310194500
0,20180310200000
0,20180310201500
0,20180310203000
0,20180310204500
0,20180310210000
0,20180310211500
0,20180310213000
0,20180310214500
0,20180310220000
0,20180310221500
0,20180310223000
0,20180310224500
0,20180310230000
0,20180310231500
0,20180310233000
0,20180310234500
0,20180311000000
0,20180311001500
0,20180311003000
0,20180311004500
0,20180311010000
0,20180311011500
0,20180311013000
0,20180311014500
0,20180311020000
0,20180311021500
0,20180311023000
0,20180311024500
0,20180311030000
0,20180311031500
0,20180311033000
0,20180311034500
0,20180311040000
0,20180311041500
0,20180311043000
0,20180311044500
0,20180311050000
0,20180311051500
0,20180311053000
0,20180311054500
0,20180311060000
0,20180311061500
0,20180311063000
0,20180311064500
0,20180311070000
0,20180311071500
0,20180311073000
0,20180311074500
0,20180311080000
0,20180311081500
0,20180311083000
4,20180311084500
4,20180311090000
10,20180311091500
0,20180311093000
0,20180311094500
4,20180311100000
14,20180311101500
12,20180311103000
4,20180311104500
18,20180311110000
16,20180311111500
10,20180311113000
4,20180311114500
22,20180311120000
18,20180311121500
16,20180311123000
0,20180311124500
8,20180311130000
16,20180311131500
26,20180311133000
8,20180311134500
8,20180311140000
4,20180311141500
20,20180311143000
4,20180311144500
4,20180311150000
12,20180311151500
16,20180311153000
2,20180311154500
12,20180311160000
12,20180311161500
0,20180311163000
4,20180311164500
0,20180311170000
6,20180311171500
4,20180311173000
0,20180311174500
4,20180311180000
0,20180311181500
0,20180311183000
0,20180311184500
0,20180311190000
0,20180311191500
0,20180311193000
0,20180311194500
0,20180311200000
0,20180311201500
0,20180311203000
0,20180311204500
0,20180311210000
0,20180311211500
0,20180311213000
0,20180311214500
0,20180311220000
0,20180311221500
0,20180311223000
0,20180311224500
0,20180311230000
0,20180311231500
0,20180311233000
0,20180311234500
0,20180312000000
0,20180312001500
0,20180312003000
0,20180312004500
0,20180312010000
0,20180312011500
0,20180312013000
0,20180312014500
0,20180312020000
0,20180312021500
0,20180312023000
0,20180312024500
0,20180312030000
0,20180312031500
0,20180312033000
0,20180312034500
0,20180312040000
0,20180312041500
0,20180312043000
0,20180312044500
0,20180312050000
0,20180312051500
0,20180312053000
0,20180312054500
0,20180312060000
0,20180312061500
0,20180312063000
0,20180312064500
0,20180312070000
0,20180312071500
0,20180312073000
0,20180312074500
0,20180312080000
0,20180312081500
0,20180312083000
0,20180312084500
0,20180312090000
0,20180312091500
0,20180312093000
0,20180312094500
0,20180312100000
0,20180312101500
0,20180312103000
0,20180312104500
0,20180312110000
0,20180312111500
0,20180312113000
0,20180312114500
0,20180312120000
0,20180312121500
0,20180312123000
0,20180312124500
0,20180312130000
0,20180312131500
0,20180312133000
14,20180312134500
10,20180312140000
8,20180312141500
12,20180312143000
10,20180312144500
14,20180312150000
8,20180312151500
2,20180312153000
4,20180312154500
18,20180312160000
4,20180312161500
12,20180312163000
18,20180312164500
14,20180312170000
0,20180312171500
26,20180312173000
0,20180312174500
0,20180312180000
0,20180312181500
0,20180312183000
0,20180312184500
0,20180312190000
0,20180312191500
0,20180312193000
0,20180312194500
0,20180312200000
0,20180312201500
0,20180312203000
0,20180312204500
0,20180312210000
0,20180312211500
0,20180312213000
0,20180312214500
0,20180312220000
0,20180312221500
0,20180312223000
0,20180312224500
0,20180312230000
0,20180312231500
0,20180312233000
0,20180312234500
0,20180313000000
0,20180313001500
0,20180313003000
0,20180313004500
0,20180313010000
0,20180313011500
0,20180313013000
0,20180313014500
0,20180313020000
0,20180313021500
0,20180313023000
0,20180313024500
0,20180313030000
0,20180313031500
0,20180313033000
0,20180313034500
0,20180313040000
0,20180313041500
0,20180313043000
0,20180313044500
0,20180313050000
0,20180313051500
0,20180313053000
0,20180313054500
0,20180313060000
0,20180313061500
0,20180313063000
0,20180313064500
0,20180313070000
0,20180313071500
0,20180313073000
0,20180313074500
0,20180313080000
0,20180313081500
0,20180313083000
4,20180313084500
2,20180313090000
4,20180313091500
2,20180313093000
0,20180313094500
0,20180313100000
6,20180313101500
2,20180313103000
6,20180313104500
14,20180313110000
0,20180313111500
0,20180313113000
30,20180313114500
8,20180313120000
10,20180313121500
4,20180313123000
6,20180313124500
2,20180313130000
0,20180313131500
16,20180313133000
4,20180313134500
2,20180313140000
8,20180313141500
4,20180313143000
4,20180313144500
12,20180313150000
0,20180313151500
8,20180313153000
16,20180313154500
14,20180313160000
12,20180313161500
0,20180313163000
8,20180313164500
2,20180313170000
4,20180313171500
4,20180313173000
8,20180313174500
0,20180313180000
4,20180313181500
0,20180313183000
0,20180313184500
0,20180313190000
0,20180313191500
0,20180313193000
0,20180313194500
0,20180313200000
0,20180313201500
0,20180313203000
0,20180313204500
0,20180313210000
0,20180313211500
0,20180313213000
0,20180313214500
0,20180313220000
0,20180313221500
0,20180313223000
0,20180313224500
0,20180313230000
0,20180313231500
0,20180313233000
0,20180313234500
0,20180314000000
0,20180314001500
0,20180314003000
0,20180314004500
0,20180314010000
0,20180314011500
0,20180314013000
0,20180314014500
0,20180314020000
0,20180314021500
0,20180314023000
0,20180314024500
0,20180314030000
0,20180314031500
0,20180314033000
0,20180314034500
0,20180314040000
0,20180314041500
0,20180314043000
0,20180314044500
0,20180314050000
0,20180314051500
0,20180314053000
0,20180314054500
0,20180314060000
0,20180314061500
0,20180314063000
0,20180314064500
0,20180314070000
0,20180314071500
0,20180314073000
0,20180314074500
0,20180314080000
0,20180314081500
4,20180314083000
0,20180314084500
0,20180314090000
2,20180314091500
0,20180314093000
6,20180314094500
2,20180314100000
4,20180314101500
0,20180314103000
6,20180314104500
0,20180314110000
8,20180314111500
10,20180314113000
18,20180314114500
16,20180314120000
8,20180314121500
12,20180314123000
0,20180314124500
8,20180314130000
12,20180314131500
6,20180314133000
10,20180314134500
4,20180314140000
18,20180314141500
0,20180314143000
0,20180314144500
12,20180314150000
8,20180314151500
2,20180314153000
0,20180314154500
14,20180314160000
2,20180314161500
0,20180314163000
4,20180314164500
4,20180314170000
2,20180314171500
0,20180314173000
4,20180314174500
0,20180314180000
0,20180314181500
0,20180314183000
0,20180314184500
0,20180314190000
0,20180314191500
0,20180314193000
0,20180314194500
0,20180314200000
0,20180314201500
0,20180314203000
0,20180314204500
0,20180314210000
0,20180314211500
0,20180314213000
0,20180314214500
0,20180314220000
0,20180314221500
0,20180314223000
0,20180314224500
0,20180314230000
0,20180314231500
0,20180314233000
0,20180314234500
0,20180315000000
0,20180315001500
0,20180315003000
0,20180315004500
0,20180315010000
0,20180315011500
0,20180315013000
0,20180315014500
0,20180315020000
0,20180315021500
0,20180315023000
0,20180315024500
0,20180315030000
0,20180315031500
0,20180315033000
0,20180315034500
0,20180315040000
0,20180315041500
0,20180315043000
0,20180315044500
0,20180315050000
0,20180315051500
0,20180315053000
0,20180315054500
0,20180315060000
0,20180315061500
0,20180315063000
0,20180315064500
0,20180315070000
0,20180315071500
0,20180315073000
0,20180315074500
0,20180315080000
0,20180315081500
0,20180315083000
0,20180315084500
4,20180315090000
0,20180315091500
0,20180315093000
0,20180315094500
0,20180315100000
6,20180315101500
0,20180315103000
8,20180315104500
0,20180315110000
0,20180315111500
2,20180315113000
28,20180315114500
12,20180315120000
8,20180315121500
4,20180315123000
10,20180315124500
6,20180315130000
0,20180315131500
0,20180315133000
16,20180315134500
4,20180315140000
8,20180315141500
8,20180315143000
4,20180315144500
8,20180315150000
0,20180315151500
12,20180315153000
6,20180315154500
4,20180315160000
6,20180315161500
0,20180315163000
0,20180315164500
4,20180315170000
0,20180315171500
0,20180315173000
0,20180315174500
6,20180315180000
4,20180315181500
4,20180315183000
0,20180315184500
0,20180315190000
0,20180315191500
0,20180315193000
0,20180315194500
0,20180315200000
0,20180315201500
0,20180315203000
0,20180315204500
0,20180315210000
0,20180315211500
0,20180315213000
0,20180315214500
0,20180315220000
0,20180315221500
0,20180315223000
0,20180315224500
0,20180315230000
0,20180315231500
0,20180315233000
0,20180315234500
0,20180316000000
0,20180316001500
0,20180316003000
0,20180316004500
0,20180316010000
0,20180316011500
0,20180316013000
0,20180316014500
0,20180316020000
0,20180316021500
0,20180316023000
0,20180316024500
0,20180316030000
0,20180316031500
0,20180316033000
0,20180316034500
0,20180316040000
0,20180316041500
0,20180316043000
0,20180316044500
0,20180316050000
0,20180316051500
0,20180316053000
0,20180316054500
0,20180316060000
0,20180316061500
0,20180316063000
0,20180316064500
0,20180316070000
0,20180316071500
0,20180316073000
0,20180316074500
0,20180316080000
0,20180316081500
0,20180316083000
0,20180316084500
0,20180316090000
0,20180316091500
4,20180316093000
0,20180316094500
4,20180316100000
8,20180316101500
2,20180316103000
2,20180316104500
28,20180316110000
14,20180316111500
10,20180316113000
24,20180316114500
38,20180316120000
22,20180316121500
16,20180316123000
8,20180316124500
22,20180316130000
10,20180316131500
8,20180316133000
24,20180316134500
6,20180316140000
28,20180316141500
6,20180316143000
10,20180316144500
34,20180316150000
22,20180316151500
12,20180316153000
18,20180316154500
10,20180316160000
24,20180316161500
12,20180316163000
4,20180316164500
18,20180316170000
4,20180316171500
12,20180316173000
46,20180316174500
4,20180316180000
0,20180316181500
4,20180316183000
0,20180316184500
0,20180316190000
0,20180316191500
0,20180316193000
0,20180316194500
0,20180316200000
0,20180316201500
0,20180316203000
0,20180316204500
0,20180316210000
0,20180316211500
0,20180316213000
0,20180316214500
0,20180316220000
0,20180316221500
0,20180316223000
0,20180316224500
0,20180316230000
0,20180316231500
0,20180316233000
0,20180316234500
0,20180317000000
0,20180317001500
0,20180317003000
0,20180317004500
0,20180317010000
0,20180317011500
0,20180317013000
0,20180317014500
0,20180317020000
0,20180317021500
0,20180317023000
0,20180317024500
0,20180317030000
0,20180317031500
0,20180317033000
0,20180317034500
0,20180317040000
0,20180317041500
0,20180317043000
0,20180317044500
0,20180317050000
0,20180317051500
0,20180317053000
0,20180317054500
0,20180317060000
0,20180317061500
0,20180317063000
0,20180317064500
0,20180317070000
0,20180317071500
0,20180317073000
0,20180317074500
0,20180317080000
0,20180317081500
0,20180317083000
0,20180317084500
8,20180317090000
0,20180317091500
8,20180317093000
10,20180317094500
2,20180317100000
12,20180317101500
8,20180317103000
18,20180317104500
26,20180317110000
16,20180317111500
36,20180317113000
26,20180317114500
20,20180317120000
28,20180317121500
10,20180317123000
22,20180317124500
12,20180317130000
16,20180317131500
26,20180317133000
6,20180317134500
12,20180317140000
20,20180317141500
20,20180317143000
14,20180317144500
12,20180317150000
20,20180317151500
14,20180317153000
22,20180317154500
18,20180317160000
22,20180317161500
4,20180317163000
4,20180317164500
12,20180317170000
4,20180317171500
8,20180317173000
10,20180317174500
18,20180317180000
6,20180317181500
0,20180317183000
0,20180317184500
0,20180317190000
0,20180317191500
0,20180317193000
0,20180317194500
0,20180317200000
0,20180317201500
0,20180317203000
0,20180317204500
0,20180317210000
0,20180317211500
0,20180317213000
0,20180317214500
0,20180317220000
0,20180317221500
0,20180317223000
0,20180317224500
0,20180317230000
0,20180317231500
0,20180317233000
0,20180317234500
0,20180318000000
0,20180318001500
0,20180318003000
0,20180318004500
0,20180318010000
0,20180318011500
0,20180318013000
0,20180318014500
0,20180318020000
0,20180318021500
0,20180318023000
0,20180318024500
0,20180318030000
0,20180318031500
0,20180318033000
0,20180318034500
0,20180318040000
0,20180318041500
0,20180318043000
0,20180318044500
0,20180318050000
0,20180318051500
0,20180318053000
0,20180318054500
0,20180318060000
0,20180318061500
0,20180318063000
0,20180318064500
0,20180318070000
0,20180318071500
0,20180318073000
0,20180318074500
0,20180318080000
0,20180318081500
0,20180318083000
2,20180318084500
2,20180318090000
4,20180318091500
4,20180318093000
10,20180318094500
0,20180318100000
8,20180318101500
22,20180318103000
4,20180318104500
28,20180318110000
26,20180318111500
10,20180318113000
16,20180318114500
26,20180318120000
16,20180318121500
30,20180318123000
4,20180318124500
14,20180318130000
0,20180318131500
6,20180318133000
22,20180318134500
20,20180318140000
32,20180318141500
16,20180318143000
16,20180318144500
28,20180318150000
22,20180318151500
4,20180318153000
22,20180318154500
10,20180318160000
6,20180318161500
0,20180318163000
8,20180318164500
4,20180318170000
4,20180318171500
0,20180318173000
10,20180318174500
0,20180318180000
0,20180318181500
0,20180318183000
0,20180318184500
0,20180318190000
0,20180318191500
0,20180318193000
0,20180318194500
0,20180318200000
0,20180318201500
0,20180318203000
0,20180318204500
0,20180318210000
0,20180318211500
0,20180318213000
0,20180318214500
0,20180318220000
0,20180318221500
0,20180318223000
0,20180318224500
0,20180318230000
0,20180318231500
0,20180318233000
0,20180318234500
0,20180319000000
0,20180319001500
0,20180319003000
0,20180319004500
0,20180319010000
0,20180319011500
0,20180319013000
0,20180319014500
0,20180319020000
0,20180319021500
0,20180319023000
0,20180319024500
0,20180319030000
0,20180319031500
0,20180319033000
0,20180319034500
0,20180319040000
0,20180319041500
0,20180319043000
0,20180319044500
0,20180319050000
0,20180319051500
0,20180319053000
0,20180319054500
0,20180319060000
0,20180319061500
0,20180319063000
0,20180319064500
0,20180319070000
0,20180319071500
0,20180319073000
0,20180319074500
0,20180319080000
0,20180319081500
0,20180319083000
0,20180319084500
0,20180319090000
0,20180319091500
0,20180319093000
0,20180319094500
0,20180319100000
0,20180319101500
0,20180319103000
0,20180319104500
0,20180319110000
0,20180319111500
0,20180319113000
0,20180319114500
0,20180319120000
0,20180319121500
0,20180319123000
0,20180319124500
0,20180319130000
0,20180319131500
16,20180319133000
4,20180319134500
10,20180319140000
22,20180319141500
4,20180319143000
0,20180319144500
14,20180319150000
4,20180319151500
0,20180319153000
0,20180319154500
0,20180319160000
4,20180319161500
10,20180319163000
0,20180319164500
6,20180319170000
0,20180319171500
20,20180319173000
0,20180319174500
0,20180319180000
8,20180319181500
0,20180319183000
0,20180319184500
0,20180319190000
0,20180319191500
0,20180319193000
0,20180319194500
0,20180319200000
0,20180319201500
0,20180319203000
0,20180319204500
0,20180319210000
0,20180319211500
0,20180319213000
0,20180319214500
0,20180319220000
0,20180319221500
0,20180319223000
0,20180319224500
0,20180319230000
0,20180319231500
0,20180319233000
0,20180319234500
0,20180320000000
0,20180320001500
0,20180320003000
0,20180320004500
0,20180320010000
0,20180320011500
0,20180320013000
0,20180320014500
0,20180320020000
0,20180320021500
0,20180320023000
0,20180320024500
0,20180320030000
0,20180320031500
0,20180320033000
0,20180320034500
0,20180320040000
0,20180320041500
0,20180320043000
0,20180320044500
0,20180320050000
0,20180320051500
0,20180320053000
0,20180320054500
0,20180320060000
0,20180320061500
0,20180320063000
0,20180320064500
0,20180320070000
0,20180320071500
0,20180320073000
0,20180320074500
0,20180320080000
0,20180320081500
0,20180320083000
4,20180320084500
0,20180320090000
0,20180320091500
8,20180320093000
0,20180320094500
12,20180320100000
4,20180320101500
14,20180320103000
8,20180320104500
4,20180320110000
4,20180320111500
12,20180320113000
14,20180320114500
12,20180320120000
6,20180320121500
8,20180320123000
10,20180320124500
6,20180320130000
8,20180320131500
8,20180320133000
16,20180320134500
6,20180320140000
12,20180320141500
8,20180320143000
8,20180320144500
4,20180320150000
0,20180320151500
0,20180320153000
8,20180320154500
14,20180320160000
12,20180320161500
6,20180320163000
10,20180320164500
0,20180320170000
8,20180320171500
0,20180320173000
0,20180320174500
0,20180320180000
0,20180320181500
0,20180320183000
0,20180320184500
0,20180320190000
0,20180320191500
0,20180320193000
0,20180320194500
0,20180320200000
0,20180320201500
0,20180320203000
0,20180320204500
0,20180320210000
0,20180320211500
0,20180320213000
0,20180320214500
0,20180320220000
0,20180320221500
0,20180320223000
0,20180320224500
0,20180320230000
0,20180320231500
0,20180320233000
0,20180320234500
0,20180321000000
0,20180321001500
0,20180321003000
0,20180321004500
0,20180321010000
0,20180321011500
0,20180321013000
0,20180321014500
0,20180321020000
0,20180321021500
0,20180321023000
0,20180321024500
0,20180321030000
0,20180321031500
0,20180321033000
0,20180321034500
0,20180321040000
0,20180321041500
0,20180321043000
0,20180321044500
0,20180321050000
0,20180321051500
0,20180321053000
0,20180321054500
0,20180321060000
0,20180321061500
0,20180321063000
0,20180321064500
