frequency,date_int
0,20180107041500
0,20180107043000
0,20180107044500
0,20180107050000
0,20180107051500
0,20180107053000
0,20180107054500
0,20180107060000
0,20180107061500
0,20180107063000
0,20180107064500
0,20180107070000
0,20180107071500
0,20180107073000
0,20180107074500
0,20180107080000
0,20180107081500
0,20180107083000
0,20180107084500
4,20180107090000
0,20180107091500
0,20180107093000
0,20180107094500
10,20180107100000
4,20180107101500
0,20180107103000
2,20180107104500
0,20180107110000
0,20180107111500
0,20180107113000
0,20180107114500
2,20180107120000
4,20180107121500
0,20180107123000
4,20180107124500
0,20180107130000
0,20180107131500
0,20180107133000
0,20180107134500
4,20180107140000
0,20180107141500
4,20180107143000
0,20180107144500
0,20180107150000
0,20180107151500
0,20180107153000
0,20180107154500
0,20180107160000
0,20180107161500
0,20180107163000
6,20180107164500
0,20180107170000
0,20180107171500
4,20180107173000
0,20180107174500
0,20180107180000
0,20180107181500
0,20180107183000
0,20180107184500
0,20180107190000
0,20180107191500
0,20180107193000
0,20180107194500
0,20180107200000
0,20180107201500
0,20180107203000
0,20180107204500
0,20180107210000
0,20180107211500
0,20180107213000
0,20180107214500
0,20180107220000
0,20180107221500
0,20180107223000
0,20180107224500
0,20180107230000
0,20180107231500
0,20180107233000
0,20180107234500
0,20180108000000
0,20180108001500
0,20180108003000
0,20180108004500
0,20180108010000
0,20180108011500
0,20180108013000
0,20180108014500
0,20180108020000
0,20180108021500
0,20180108023000
0,20180108024500
0,20180108030000
0,20180108031500
0,20180108033000
0,20180108034500
0,20180108040000
0,20180108041500
0,20180108043000
0,20180108044500
0,20180108050000
0,20180108051500
0,20180108053000
0,20180108054500
0,20180108060000
0,20180108061500
0,20180108063000
0,20180108064500
0,20180108070000
0,20180108071500
0,20180108073000
0,20180108074500
0,20180108080000
0,20180108081500
0,20180108083000
0,20180108084500
0,20180108090000
0,20180108091500
0,20180108093000
0,20180108094500
0,20180108100000
0,20180108101500
0,20180108103000
0,20180108104500
0,20180108110000
0,20180108111500
0,20180108113000
0,20180108114500
0,20180108120000
0,20180108121500
0,20180108123000
0,20180108124500
0,20180108130000
0,20180108131500
10,20180108133000
0,20180108134500
0,20180108140000
12,20180108141500
0,20180108143000
0,20180108144500
8,20180108150000
18,20180108151500
0,20180108153000
0,20180108154500
0,20180108160000
6,20180108161500
4,20180108163000
4,20180108164500
12,20180108170000
6,20180108171500
0,20180108173000
0,20180108174500
0,20180108180000
0,20180108181500
0,20180108183000
0,20180108184500
0,20180108190000
0,20180108191500
0,20180108193000
0,20180108194500
0,20180108200000
0,20180108201500
0,20180108203000
0,20180108204500
0,20180108210000
0,20180108211500
0,20180108213000
0,20180108214500
0,20180108220000
0,20180108221500
0,20180108223000
0,20180108224500
0,20180108230000
0,20180108231500
0,20180108233000
0,20180108234500
0,20180109000000
0,20180109001500
0,20180109003000
0,20180109004500
0,20180109010000
0,20180109011500
0,20180109013000
0,20180109014500
0,20180109020000
0,20180109021500
0,20180109023000
0,20180109024500
0,20180109030000
0,20180109031500
0,20180109033000
0,20180109034500
0,20180109040000
0,20180109041500
0,20180109043000
0,20180109044500
0,20180109050000
0,20180109051500
0,20180109053000
0,20180109054500
0,20180109060000
0,20180109061500
0,20180109063000
0,20180109064500
0,20180109070000
0,20180109071500
0,20180109073000
0,20180109074500
0,20180109080000
0,20180109081500
0,20180109083000
0,20180109084500
0,20180109090000
0,20180109091500
0,20180109093000
4,20180109094500
4,20180109100000
4,20180109101500
2,20180109103000
0,20180109104500
4,20180109110000
10,20180109111500
4,20180109113000
0,20180109114500
0,20180109120000
18,20180109121500
10,20180109123000
20,20180109124500
6,20180109130000
4,20180109131500
10,20180109133000
0,20180109134500
4,20180109140000
0,20180109141500
4,20180109143000
0,20180109144500
0,20180109150000
4,20180109151500
0,20180109153000
4,20180109154500
6,20180109160000
6,20180109161500
8,20180109163000
4,20180109164500
0,20180109170000
0,20180109171500
0,20180109173000
0,20180109174500
0,20180109180000
0,20180109181500
0,20180109183000
0,20180109184500
0,20180109190000
0,20180109191500
0,20180109193000
0,20180109194500
0,20180109200000
0,20180109201500
0,20180109203000
0,20180109204500
0,20180109210000
0,20180109211500
0,20180109213000
0,20180109214500
0,20180109220000
0,20180109221500
0,20180109223000
0,20180109224500
0,20180109230000
0,20180109231500
0,20180109233000
0,20180109234500
0,20180110000000
0,20180110001500
0,20180110003000
0,20180110004500
0,20180110010000
0,20180110011500
0,20180110013000
0,20180110014500
0,20180110020000
0,20180110021500
0,20180110023000
0,20180110024500
0,20180110030000
0,20180110031500
0,20180110033000
0,20180110034500
0,20180110040000
0,20180110041500
0,20180110043000
0,20180110044500
0,20180110050000
0,20180110051500
0,20180110053000
0,20180110054500
0,20180110060000
0,20180110061500
0,20180110063000
0,20180110064500
0,20180110070000
0,20180110071500
0,20180110073000
0,20180110074500
0,20180110080000
0,20180110081500
0,20180110083000
0,20180110084500
0,20180110090000
0,20180110091500
0,20180110093000
2,20180110094500
0,20180110100000
8,20180110101500
12,20180110103000
16,20180110104500
4,20180110110000
4,20180110111500
22,20180110113000
26,20180110114500
16,20180110120000
0,20180110121500
12,20180110123000
8,20180110124500
12,20180110130000
14,20180110131500
12,20180110133000
6,20180110134500
4,20180110140000
2,20180110141500
2,20180110143000
8,20180110144500
8,20180110150000
0,20180110151500
0,20180110153000
4,20180110154500
8,20180110160000
0,20180110161500
0,20180110163000
2,20180110164500
0,20180110170000
0,20180110171500
4,20180110173000
0,20180110174500
0,20180110180000
0,20180110181500
0,20180110183000
0,20180110184500
0,20180110190000
0,20180110191500
0,20180110193000
0,20180110194500
0,20180110200000
0,20180110201500
0,20180110203000
0,20180110204500
0,20180110210000
0,20180110211500
0,20180110213000
0,20180110214500
0,20180110220000
0,20180110221500
0,20180110223000
0,20180110224500
0,20180110230000
0,20180110231500
0,20180110233000
0,20180110234500
0,20180111000000
0,20180111001500
0,20180111003000
0,20180111004500
0,20180111010000
0,20180111011500
0,20180111013000
0,20180111014500
0,20180111020000
0,20180111021500
0,20180111023000
0,20180111024500
0,20180111030000
0,20180111031500
0,20180111033000
0,20180111034500
0,20180111040000
0,20180111041500
0,20180111043000
0,20180111044500
0,20180111050000
0,20180111051500
0,20180111053000
0,20180111054500
0,20180111060000
0,20180111061500
0,20180111063000
0,20180111064500
0,20180111070000
0,20180111071500
0,20180111073000
0,20180111074500
0,20180111080000
0,20180111081500
0,20180111083000
0,20180111084500
8,20180111090000
0,20180111091500
4,20180111093000
0,20180111094500
0,20180111100000
0,20180111101500
0,20180111103000
0,20180111104500
0,20180111110000
4,20180111111500
4,20180111113000
14,20180111114500
14,20180111120000
6,20180111121500
10,20180111123000
8,20180111124500
0,20180111130000
4,20180111131500
0,20180111133000
4,20180111134500
0,20180111140000
4,20180111141500
0,20180111143000
8,20180111144500
10,20180111150000
0,20180111151500
12,20180111153000
6,20180111154500
12,20180111160000
0,20180111161500
12,20180111163000
0,20180111164500
0,20180111170000
4,20180111171500
0,20180111173000
4,20180111174500
0,20180111180000
0,20180111181500
0,20180111183000
0,20180111184500
0,20180111190000
0,20180111191500
0,20180111193000
0,20180111194500
0,20180111200000
0,20180111201500
0,20180111203000
0,20180111204500
0,20180111210000
0,20180111211500
0,20180111213000
0,20180111214500
0,20180111220000
0,20180111221500
0,20180111223000
0,20180111224500
0,20180111230000
0,20180111231500
0,20180111233000
0,20180111234500
0,20180112000000
0,20180112001500
0,20180112003000
0,20180112004500
0,20180112010000
0,20180112011500
0,20180112013000
0,20180112014500
0,20180112020000
0,20180112021500
0,20180112023000
0,20180112024500
0,20180112030000
0,20180112031500
0,20180112033000
0,20180112034500
0,20180112040000
0,20180112041500
0,20180112043000
0,20180112044500
0,20180112050000
0,20180112051500
0,20180112053000
0,20180112054500
0,20180112060000
0,20180112061500
0,20180112063000
0,20180112064500
0,20180112070000
0,20180112071500
0,20180112073000
0,20180112074500
0,20180112080000
0,20180112081500
0,20180112083000
0,20180112084500
0,20180112090000
0,20180112091500
0,20180112093000
0,20180112094500
4,20180112100000
0,20180112101500
6,20180112103000
6,20180112104500
28,20180112110000
4,20180112111500
8,20180112113000
16,20180112114500
26,20180112120000
22,20180112121500
0,20180112123000
8,20180112124500
6,20180112130000
10,20180112131500
4,20180112133000
18,20180112134500
6,20180112140000
32,20180112141500
12,20180112143000
10,20180112144500
4,20180112150000
24,20180112151500
4,20180112153000
18,20180112154500
12,20180112160000
8,20180112161500
8,20180112163000
4,20180112164500
4,20180112170000
12,20180112171500
0,20180112173000
8,20180112174500
4,20180112180000
0,20180112181500
2,20180112183000
0,20180112184500
0,20180112190000
0,20180112191500
0,20180112193000
0,20180112194500
0,20180112200000
0,20180112201500
0,20180112203000
0,20180112204500
0,20180112210000
0,20180112211500
0,20180112213000
0,20180112214500
0,20180112220000
0,20180112221500
0,20180112223000
0,20180112224500
0,20180112230000
0,20180112231500
0,20180112233000
0,20180112234500
0,20180113000000
0,20180113001500
0,20180113003000
0,20180113004500
0,20180113010000
0,20180113011500
0,20180113013000
0,20180113014500
0,20180113020000
0,20180113021500
0,20180113023000
0,20180113024500
0,20180113030000
0,20180113031500
0,20180113033000
0,20180113034500
0,20180113040000
0,20180113041500
0,20180113043000
0,20180113044500
0,20180113050000
0,20180113051500
0,20180113053000
0,20180113054500
0,20180113060000
0,20180113061500
0,20180113063000
0,20180113064500
0,20180113070000
0,20180113071500
0,20180113073000
0,20180113074500
0,20180113080000
0,20180113081500
0,20180113083000
0,20180113084500
0,20180113090000
0,20180113091500
0,20180113093000
6,20180113094500
8,20180113100000
4,20180113101500
2,20180113103000
10,20180113104500
14,20180113110000
12,20180113111500
12,20180113113000
32,20180113114500
12,20180113120000
28,20180113121500
26,20180113123000
14,20180113124500
4,20180113130000
18,20180113131500
20,20180113133000
8,20180113134500
10,20180113140000
8,20180113141500
14,20180113143000
12,20180113144500
20,20180113150000
20,20180113151500
40,20180113153000
12,20180113154500
30,20180113160000
14,20180113161500
16,20180113163000
6,20180113164500
20,20180113170000
10,20180113171500
12,20180113173000
4,20180113174500
8,20180113180000
4,20180113181500
4,20180113183000
0,20180113184500
0,20180113190000
0,20180113191500
0,20180113193000
0,20180113194500
0,20180113200000
0,20180113201500
0,20180113203000
0,20180113204500
0,20180113210000
0,20180113211500
0,20180113213000
0,20180113214500
0,20180113220000
0,20180113221500
0,20180113223000
0,20180113224500
0,20180113230000
0,20180113231500
0,20180113233000
0,20180113234500
0,20180114000000
0,20180114001500
0,20180114003000
0,20180114004500
0,20180114010000
0,20180114011500
0,20180114013000
0,20180114014500
0,20180114020000
0,20180114021500
0,20180114023000
0,20180114024500
0,20180114030000
0,20180114031500
0,20180114033000
0,20180114034500
0,20180114040000
0,20180114041500
0,20180114043000
0,20180114044500
0,20180114050000
0,20180114051500
0,20180114053000
0,20180114054500
0,20180114060000
0,20180114061500
0,20180114063000
0,20180114064500
0,20180114070000
0,20180114071500
0,20180114073000
0,20180114074500
0,20180114080000
0,20180114081500
0,20180114083000
0,20180114084500
0,20180114090000
0,20180114091500
0,20180114093000
0,20180114094500
4,20180114100000
16,20180114101500
4,20180114103000
0,20180114104500
6,20180114110000
8,20180114111500
8,20180114113000
12,20180114114500
6,20180114120000
12,20180114121500
10,20180114123000
6,20180114124500
6,20180114130000
18,20180114131500
4,20180114133000
2,20180114134500
4,20180114140000
12,20180114141500
18,20180114143000
2,20180114144500
4,20180114150000
22,20180114151500
6,20180114153000
12,20180114154500
22,20180114160000
12,20180114161500
8,20180114163000
4,20180114164500
4,20180114170000
10,20180114171500
0,20180114173000
0,20180114174500
0,20180114180000
0,20180114181500
0,20180114183000
0,20180114184500
0,20180114190000
0,20180114191500
0,20180114193000
0,20180114194500
0,20180114200000
0,20180114201500
0,20180114203000
0,20180114204500
0,20180114210000
0,20180114211500
0,20180114213000
0,20180114214500
0,20180114220000
0,20180114221500
0,20180114223000
0,20180114224500
0,20180114230000
0,20180114231500
0,20180114233000
0,20180114234500
0,20180115000000
0,20180115001500
0,20180115003000
0,20180115004500
0,20180115010000
0,20180115011500
0,20180115013000
0,20180115014500
0,20180115020000
0,20180115021500
0,20180115023000
0,20180115024500
0,20180115030000
0,20180115031500
0,20180115033000
0,20180115034500
0,20180115040000
0,20180115041500
0,20180115043000
0,20180115044500
0,20180115050000
0,20180115051500
0,20180115053000
0,20180115054500
0,20180115060000
0,20180115061500
0,20180115063000
0,20180115064500
0,20180115070000
0,20180115071500
0,20180115073000
0,20180115074500
0,20180115080000
0,20180115081500
0,20180115083000
0,20180115084500
0,20180115090000
0,20180115091500
0,20180115093000
0,20180115094500
0,20180115100000
0,20180115101500
0,20180115103000
0,20180115104500
0,20180115110000
0,20180115111500
0,20180115113000
0,20180115114500
0,20180115120000
0,20180115121500
0,20180115123000
0,20180115124500
0,20180115130000
0,20180115131500
20,20180115133000
8,20180115134500
2,20180115140000
2,20180115141500
16,20180115143000
0,20180115144500
12,20180115150000
4,20180115151500
0,20180115153000
0,20180115154500
6,20180115160000
4,20180115161500
14,20180115163000
0,20180115164500
0,20180115170000
4,20180115171500
0,20180115173000
0,20180115174500
0,20180115180000
0,20180115181500
0,20180115183000
0,20180115184500
0,20180115190000
0,20180115191500
0,20180115193000
0,20180115194500
0,20180115200000
0,20180115201500
0,20180115203000
0,20180115204500
0,20180115210000
0,20180115211500
0,20180115213000
0,20180115214500
0,20180115220000
0,20180115221500
0,20180115223000
0,20180115224500
0,20180115230000
0,20180115231500
0,20180115233000
0,20180115234500
0,20180116000000
0,20180116001500
0,20180116003000
0,20180116004500
0,20180116010000
0,20180116011500
0,20180116013000
0,20180116014500
0,20180116020000
0,20180116021500
0,20180116023000
0,20180116024500
0,20180116030000
0,20180116031500
0,20180116033000
0,20180116034500
0,20180116040000
0,20180116041500
0,20180116043000
0,20180116044500
0,20180116050000
0,20180116051500
0,20180116053000
0,20180116054500
0,20180116060000
0,20180116061500
0,20180116063000
0,20180116064500
0,20180116070000
0,20180116071500
0,20180116073000
0,20180116074500
0,20180116080000
0,20180116081500
0,20180116083000
0,20180116084500
0,20180116090000
2,20180116091500
0,20180116093000
4,20180116094500
0,20180116100000
0,20180116101500
2,20180116103000
8,20180116104500
4,20180116110000
6,20180116111500
2,20180116113000
0,20180116114500
16,20180116120000
6,20180116121500
4,20180116123000
8,20180116124500
0,20180116130000
4,20180116131500
6,20180116133000
8,20180116134500
6,20180116140000
6,20180116141500
4,20180116143000
8,20180116144500
4,20180116150000
8,20180116151500
4,20180116153000
4,20180116154500
0,20180116160000
8,20180116161500
0,20180116163000
0,20180116164500
4,20180116170000
14,20180116171500
4,20180116173000
0,20180116174500
0,20180116180000
0,20180116181500
0,20180116183000
0,20180116184500
0,20180116190000
0,20180116191500
0,20180116193000
0,20180116194500
0,20180116200000
0,20180116201500
0,20180116203000
0,20180116204500
0,20180116210000
0,20180116211500
0,20180116213000
0,20180116214500
0,20180116220000
0,20180116221500
0,20180116223000
0,20180116224500
0,20180116230000
0,20180116231500
0,20180116233000
0,20180116234500
0,20180117000000
0,20180117001500
0,20180117003000
0,20180117004500
0,20180117010000
0,20180117011500
0,20180117013000
0,20180117014500
0,20180117020000
0,20180117021500
0,20180117023000
0,20180117024500
0,20180117030000
0,20180117031500
0,20180117033000
0,20180117034500
0,20180117040000
0,20180117041500
0,20180117043000
0,20180117044500
0,20180117050000
0,20180117051500
0,20180117053000
0,20180117054500
0,20180117060000
0,20180117061500
0,20180117063000
0,20180117064500
0,20180117070000
0,20180117071500
0,20180117073000
0,20180117074500
0,20180117080000
0,20180117081500
0,20180117083000
0,20180117084500
0,20180117090000
8,20180117091500
0,20180117093000
8,20180117094500
0,20180117100000
4,20180117101500
4,20180117103000
0,20180117104500
8,20180117110000
2,20180117111500
4,20180117113000
10,20180117114500
18,20180117120000
18,20180117121500
2,20180117123000
14,20180117124500
10,20180117130000
12,20180117131500
4,20180117133000
20,20180117134500
2,20180117140000
6,20180117141500
12,20180117143000
4,20180117144500
0,20180117150000
6,20180117151500
4,20180117153000
2,20180117154500
4,20180117160000
2,20180117161500
0,20180117163000
2,20180117164500
8,20180117170000
0,20180117171500
0,20180117173000
8,20180117174500
4,20180117180000
2,20180117181500
4,20180117183000
0,20180117184500
0,20180117190000
0,20180117191500
0,20180117193000
0,20180117194500
0,20180117200000
0,20180117201500
0,20180117203000
0,20180117204500
0,20180117210000
0,20180117211500
0,20180117213000
0,20180117214500
0,20180117220000
0,20180117221500
0,20180117223000
0,20180117224500
0,20180117230000
0,20180117231500
0,20180117233000
0,20180117234500
0,20180118000000
0,20180118001500
0,20180118003000
0,20180118004500
0,20180118010000
0,20180118011500
0,20180118013000
0,20180118014500
0,20180118020000
0,20180118021500
0,20180118023000
0,20180118024500
0,20180118030000
0,20180118031500
0,20180118033000
0,20180118034500
0,20180118040000
0,20180118041500
0,20180118043000
0,20180118044500
0,20180118050000
0,20180118051500
0,20180118053000
0,20180118054500
0,20180118060000
0,20180118061500
0,20180118063000
0,20180118064500
0,20180118070000
0,20180118071500
0,20180118073000
0,20180118074500
0,20180118080000
0,20180118081500
0,20180118083000
0,20180118084500
0,20180118090000
0,20180118091500
0,20180118093000
4,20180118094500
0,20180118100000
12,20180118101500
0,20180118103000
4,20180118104500
8,20180118110000
4,20180118111500
4,20180118113000
8,20180118114500
16,20180118120000
2,20180118121500
0,20180118123000
16,20180118124500
0,20180118130000
4,20180118131500
2,20180118133000
6,20180118134500
0,20180118140000
4,20180118141500
0,20180118143000
14,20180118144500
0,20180118150000
16,20180118151500
8,20180118153000
0,20180118154500
0,20180118160000
8,20180118161500
0,20180118163000
0,20180118164500
0,20180118170000
8,20180118171500
0,20180118173000
0,20180118174500
0,20180118180000
0,20180118181500
0,20180118183000
0,20180118184500
0,20180118190000
0,20180118191500
0,20180118193000
0,20180118194500
0,20180118200000
0,20180118201500
0,20180118203000
0,20180118204500
0,20180118210000
0,20180118211500
0,20180118213000
0,20180118214500
0,20180118220000
0,20180118221500
0,20180118223000
0,20180118224500
0,20180118230000
0,20180118231500
0,20180118233000
0,20180118234500
0,20180119000000
0,20180119001500
0,20180119003000
0,20180119004500
0,20180119010000
0,20180119011500
0,20180119013000
0,20180119014500
0,20180119020000
0,20180119021500
0,20180119023000
0,20180119024500
0,20180119030000
0,20180119031500
0,20180119033000
0,20180119034500
0,20180119040000
0,20180119041500
0,20180119043000
