,date,frequency,date_time,date_int
385,2014-01-18 11:00:00,9,2014-01-18 11:00:00,20140118110000
386,2014-01-18 12:00:00,3,2014-01-18 12:00:00,20140118120000
387,2014-01-18 13:00:00,10,2014-01-18 13:00:00,20140118130000
388,2014-01-18 14:00:00,2,2014-01-18 14:00:00,20140118140000
389,2014-01-18 15:00:00,8,2014-01-18 15:00:00,20140118150000
390,2014-01-18 16:00:00,6,2014-01-18 16:00:00,20140118160000
391,2014-01-18 17:00:00,4,2014-01-18 17:00:00,20140118170000
392,2014-01-18 18:00:00,0,2014-01-18 18:00:00,20140118180000
393,2014-01-18 19:00:00,0,2014-01-18 19:00:00,20140118190000
394,2014-01-18 20:00:00,0,2014-01-18 20:00:00,20140118200000
395,2014-01-18 21:00:00,0,2014-01-18 21:00:00,20140118210000
396,2014-01-18 22:00:00,0,2014-01-18 22:00:00,20140118220000
397,2014-01-18 23:00:00,0,2014-01-18 23:00:00,20140118230000
398,2014-01-19 00:00:00,0,2014-01-19 00:00:00,20140119000000
399,2014-01-19 01:00:00,0,2014-01-19 01:00:00,20140119010000
400,2014-01-19 02:00:00,0,2014-01-19 02:00:00,20140119020000
401,2014-01-19 03:00:00,0,2014-01-19 03:00:00,20140119030000
402,2014-01-19 04:00:00,0,2014-01-19 04:00:00,20140119040000
403,2014-01-19 05:00:00,0,2014-01-19 05:00:00,20140119050000
404,2014-01-19 06:00:00,0,2014-01-19 06:00:00,20140119060000
405,2014-01-19 07:00:00,0,2014-01-19 07:00:00,20140119070000
406,2014-01-19 08:00:00,0,2014-01-19 08:00:00,20140119080000
407,2014-01-19 09:00:00,0,2014-01-19 09:00:00,20140119090000
408,2014-01-19 10:00:00,4,2014-01-19 10:00:00,20140119100000
409,2014-01-19 11:00:00,2,2014-01-19 11:00:00,20140119110000
410,2014-01-19 12:00:00,2,2014-01-19 12:00:00,20140119120000
411,2014-01-19 13:00:00,3,2014-01-19 13:00:00,20140119130000
412,2014-01-19 14:00:00,4,2014-01-19 14:00:00,20140119140000
413,2014-01-19 15:00:00,11,2014-01-19 15:00:00,20140119150000
414,2014-01-19 16:00:00,3,2014-01-19 16:00:00,20140119160000
415,2014-01-19 17:00:00,2,2014-01-19 17:00:00,20140119170000
416,2014-01-19 18:00:00,0,2014-01-19 18:00:00,20140119180000
417,2014-01-19 19:00:00,0,2014-01-19 19:00:00,20140119190000
418,2014-01-19 20:00:00,0,2014-01-19 20:00:00,20140119200000
419,2014-01-19 21:00:00,0,2014-01-19 21:00:00,20140119210000
420,2014-01-19 22:00:00,0,2014-01-19 22:00:00,20140119220000
421,2014-01-19 23:00:00,0,2014-01-19 23:00:00,20140119230000
422,2014-01-20 00:00:00,0,2014-01-20 00:00:00,20140120000000
423,2014-01-20 01:00:00,0,2014-01-20 01:00:00,20140120010000
424,2014-01-20 02:00:00,0,2014-01-20 02:00:00,20140120020000
425,2014-01-20 03:00:00,0,2014-01-20 03:00:00,20140120030000
426,2014-01-20 04:00:00,0,2014-01-20 04:00:00,20140120040000
427,2014-01-20 05:00:00,0,2014-01-20 05:00:00,20140120050000
428,2014-01-20 06:00:00,0,2014-01-20 06:00:00,20140120060000
429,2014-01-20 07:00:00,0,2014-01-20 07:00:00,20140120070000
430,2014-01-20 08:00:00,0,2014-01-20 08:00:00,20140120080000
431,2014-01-20 09:00:00,0,2014-01-20 09:00:00,20140120090000
432,2014-01-20 10:00:00,0,2014-01-20 10:00:00,20140120100000
433,2014-01-20 11:00:00,0,2014-01-20 11:00:00,20140120110000
434,2014-01-20 12:00:00,0,2014-01-20 12:00:00,20140120120000
435,2014-01-20 13:00:00,2,2014-01-20 13:00:00,20140120130000
436,2014-01-20 14:00:00,10,2014-01-20 14:00:00,20140120140000
437,2014-01-20 15:00:00,0,2014-01-20 15:00:00,20140120150000
438,2014-01-20 16:00:00,6,2014-01-20 16:00:00,20140120160000
439,2014-01-20 17:00:00,0,2014-01-20 17:00:00,20140120170000
440,2014-01-20 18:00:00,0,2014-01-20 18:00:00,20140120180000
441,2014-01-20 19:00:00,0,2014-01-20 19:00:00,20140120190000
442,2014-01-20 20:00:00,0,2014-01-20 20:00:00,20140120200000
443,2014-01-20 21:00:00,0,2014-01-20 21:00:00,20140120210000
444,2014-01-20 22:00:00,0,2014-01-20 22:00:00,20140120220000
445,2014-01-20 23:00:00,0,2014-01-20 23:00:00,20140120230000
446,2014-01-21 00:00:00,0,2014-01-21 00:00:00,20140121000000
447,2014-01-21 01:00:00,0,2014-01-21 01:00:00,20140121010000
448,2014-01-21 02:00:00,0,2014-01-21 02:00:00,20140121020000
449,2014-01-21 03:00:00,0,2014-01-21 03:00:00,20140121030000
450,2014-01-21 04:00:00,0,2014-01-21 04:00:00,20140121040000
451,2014-01-21 05:00:00,0,2014-01-21 05:00:00,20140121050000
452,2014-01-21 06:00:00,0,2014-01-21 06:00:00,20140121060000
453,2014-01-21 07:00:00,0,2014-01-21 07:00:00,20140121070000
454,2014-01-21 08:00:00,0,2014-01-21 08:00:00,20140121080000
455,2014-01-21 09:00:00,0,2014-01-21 09:00:00,20140121090000
456,2014-01-21 10:00:00,2,2014-01-21 10:00:00,20140121100000
457,2014-01-21 11:00:00,2,2014-01-21 11:00:00,20140121110000
458,2014-01-21 12:00:00,0,2014-01-21 12:00:00,20140121120000
459,2014-01-21 13:00:00,1,2014-01-21 13:00:00,20140121130000
460,2014-01-21 14:00:00,2,2014-01-21 14:00:00,20140121140000
461,2014-01-21 15:00:00,8,2014-01-21 15:00:00,20140121150000
462,2014-01-21 16:00:00,0,2014-01-21 16:00:00,20140121160000
463,2014-01-21 17:00:00,1,2014-01-21 17:00:00,20140121170000
464,2014-01-21 18:00:00,0,2014-01-21 18:00:00,20140121180000
465,2014-01-21 19:00:00,0,2014-01-21 19:00:00,20140121190000
466,2014-01-21 20:00:00,0,2014-01-21 20:00:00,20140121200000
467,2014-01-21 21:00:00,0,2014-01-21 21:00:00,20140121210000
468,2014-01-21 22:00:00,0,2014-01-21 22:00:00,20140121220000
469,2014-01-21 23:00:00,0,2014-01-21 23:00:00,20140121230000
470,2014-01-22 00:00:00,0,2014-01-22 00:00:00,20140122000000
471,2014-01-22 01:00:00,0,2014-01-22 01:00:00,20140122010000
472,2014-01-22 02:00:00,0,2014-01-22 02:00:00,20140122020000
473,2014-01-22 03:00:00,0,2014-01-22 03:00:00,20140122030000
474,2014-01-22 04:00:00,0,2014-01-22 04:00:00,20140122040000
475,2014-01-22 05:00:00,0,2014-01-22 05:00:00,20140122050000
476,2014-01-22 06:00:00,0,2014-01-22 06:00:00,20140122060000
477,2014-01-22 07:00:00,0,2014-01-22 07:00:00,20140122070000
478,2014-01-22 08:00:00,0,2014-01-22 08:00:00,20140122080000
479,2014-01-22 09:00:00,0,2014-01-22 09:00:00,20140122090000
480,2014-01-22 10:00:00,0,2014-01-22 10:00:00,20140122100000
481,2014-01-22 11:00:00,6,2014-01-22 11:00:00,20140122110000
482,2014-01-22 12:00:00,0,2014-01-22 12:00:00,20140122120000
483,2014-01-22 13:00:00,1,2014-01-22 13:00:00,20140122130000
484,2014-01-22 14:00:00,2,2014-01-22 14:00:00,20140122140000
485,2014-01-22 15:00:00,5,2014-01-22 15:00:00,20140122150000
486,2014-01-22 16:00:00,2,2014-01-22 16:00:00,20140122160000
487,2014-01-22 17:00:00,1,2014-01-22 17:00:00,20140122170000
488,2014-01-22 18:00:00,0,2014-01-22 18:00:00,20140122180000
489,2014-01-22 19:00:00,0,2014-01-22 19:00:00,20140122190000
490,2014-01-22 20:00:00,0,2014-01-22 20:00:00,20140122200000
491,2014-01-22 21:00:00,0,2014-01-22 21:00:00,20140122210000
492,2014-01-22 22:00:00,0,2014-01-22 22:00:00,20140122220000
493,2014-01-22 23:00:00,0,2014-01-22 23:00:00,20140122230000
494,2014-01-23 00:00:00,0,2014-01-23 00:00:00,20140123000000
495,2014-01-23 01:00:00,0,2014-01-23 01:00:00,20140123010000
496,2014-01-23 02:00:00,0,2014-01-23 02:00:00,20140123020000
497,2014-01-23 03:00:00,0,2014-01-23 03:00:00,20140123030000
498,2014-01-23 04:00:00,0,2014-01-23 04:00:00,20140123040000
499,2014-01-23 05:00:00,0,2014-01-23 05:00:00,20140123050000
500,2014-01-23 06:00:00,0,2014-01-23 06:00:00,20140123060000
501,2014-01-23 07:00:00,0,2014-01-23 07:00:00,20140123070000
502,2014-01-23 08:00:00,0,2014-01-23 08:00:00,20140123080000
503,2014-01-23 09:00:00,0,2014-01-23 09:00:00,20140123090000
504,2014-01-23 10:00:00,0,2014-01-23 10:00:00,20140123100000
505,2014-01-23 11:00:00,0,2014-01-23 11:00:00,20140123110000
506,2014-01-23 12:00:00,4,2014-01-23 12:00:00,20140123120000
507,2014-01-23 13:00:00,0,2014-01-23 13:00:00,20140123130000
508,2014-01-23 14:00:00,0,2014-01-23 14:00:00,20140123140000
509,2014-01-23 15:00:00,0,2014-01-23 15:00:00,20140123150000
510,2014-01-23 16:00:00,4,2014-01-23 16:00:00,20140123160000
511,2014-01-23 17:00:00,1,2014-01-23 17:00:00,20140123170000
512,2014-01-23 18:00:00,0,2014-01-23 18:00:00,20140123180000
513,2014-01-23 19:00:00,0,2014-01-23 19:00:00,20140123190000
514,2014-01-23 20:00:00,0,2014-01-23 20:00:00,20140123200000
515,2014-01-23 21:00:00,0,2014-01-23 21:00:00,20140123210000
516,2014-01-23 22:00:00,0,2014-01-23 22:00:00,20140123220000
517,2014-01-23 23:00:00,0,2014-01-23 23:00:00,20140123230000
518,2014-01-24 00:00:00,0,2014-01-24 00:00:00,20140124000000
519,2014-01-24 01:00:00,0,2014-01-24 01:00:00,20140124010000
520,2014-01-24 02:00:00,0,2014-01-24 02:00:00,20140124020000
521,2014-01-24 03:00:00,0,2014-01-24 03:00:00,20140124030000
522,2014-01-24 04:00:00,0,2014-01-24 04:00:00,20140124040000
523,2014-01-24 05:00:00,0,2014-01-24 05:00:00,20140124050000
524,2014-01-24 06:00:00,0,2014-01-24 06:00:00,20140124060000
525,2014-01-24 07:00:00,0,2014-01-24 07:00:00,20140124070000
526,2014-01-24 08:00:00,0,2014-01-24 08:00:00,20140124080000
527,2014-01-24 09:00:00,0,2014-01-24 09:00:00,20140124090000
528,2014-01-24 10:00:00,0,2014-01-24 10:00:00,20140124100000
529,2014-01-24 11:00:00,1,2014-01-24 11:00:00,20140124110000
530,2014-01-24 12:00:00,2,2014-01-24 12:00:00,20140124120000
531,2014-01-24 13:00:00,0,2014-01-24 13:00:00,20140124130000
532,2014-01-24 14:00:00,7,2014-01-24 14:00:00,20140124140000
533,2014-01-24 15:00:00,3,2014-01-24 15:00:00,20140124150000
534,2014-01-24 16:00:00,0,2014-01-24 16:00:00,20140124160000
535,2014-01-24 17:00:00,0,2014-01-24 17:00:00,20140124170000
536,2014-01-24 18:00:00,0,2014-01-24 18:00:00,20140124180000
537,2014-01-24 19:00:00,0,2014-01-24 19:00:00,20140124190000
538,2014-01-24 20:00:00,0,2014-01-24 20:00:00,20140124200000
539,2014-01-24 21:00:00,0,2014-01-24 21:00:00,20140124210000
540,2014-01-24 22:00:00,0,2014-01-24 22:00:00,20140124220000
541,2014-01-24 23:00:00,0,2014-01-24 23:00:00,20140124230000
542,2014-01-25 00:00:00,0,2014-01-25 00:00:00,20140125000000
543,2014-01-25 01:00:00,0,2014-01-25 01:00:00,20140125010000
544,2014-01-25 02:00:00,0,2014-01-25 02:00:00,20140125020000
545,2014-01-25 03:00:00,0,2014-01-25 03:00:00,20140125030000
546,2014-01-25 04:00:00,0,2014-01-25 04:00:00,20140125040000
547,2014-01-25 05:00:00,0,2014-01-25 05:00:00,20140125050000
548,2014-01-25 06:00:00,0,2014-01-25 06:00:00,20140125060000
549,2014-01-25 07:00:00,0,2014-01-25 07:00:00,20140125070000
550,2014-01-25 08:00:00,0,2014-01-25 08:00:00,20140125080000
551,2014-01-25 09:00:00,4,2014-01-25 09:00:00,20140125090000
552,2014-01-25 10:00:00,0,2014-01-25 10:00:00,20140125100000
553,2014-01-25 11:00:00,4,2014-01-25 11:00:00,20140125110000
554,2014-01-25 12:00:00,4,2014-01-25 12:00:00,20140125120000
555,2014-01-25 13:00:00,15,2014-01-25 13:00:00,20140125130000
556,2014-01-25 14:00:00,5,2014-01-25 14:00:00,20140125140000
557,2014-01-25 15:00:00,10,2014-01-25 15:00:00,20140125150000
558,2014-01-25 16:00:00,15,2014-01-25 16:00:00,20140125160000
559,2014-01-25 17:00:00,1,2014-01-25 17:00:00,20140125170000
560,2014-01-25 18:00:00,2,2014-01-25 18:00:00,20140125180000
561,2014-01-25 19:00:00,0,2014-01-25 19:00:00,20140125190000
562,2014-01-25 20:00:00,0,2014-01-25 20:00:00,20140125200000
563,2014-01-25 21:00:00,0,2014-01-25 21:00:00,20140125210000
564,2014-01-25 22:00:00,0,2014-01-25 22:00:00,20140125220000
565,2014-01-25 23:00:00,0,2014-01-25 23:00:00,20140125230000
566,2014-01-26 00:00:00,0,2014-01-26 00:00:00,20140126000000
567,2014-01-26 01:00:00,0,2014-01-26 01:00:00,20140126010000
568,2014-01-26 02:00:00,0,2014-01-26 02:00:00,20140126020000
569,2014-01-26 03:00:00,0,2014-01-26 03:00:00,20140126030000
570,2014-01-26 04:00:00,0,2014-01-26 04:00:00,20140126040000
571,2014-01-26 05:00:00,0,2014-01-26 05:00:00,20140126050000
572,2014-01-26 06:00:00,0,2014-01-26 06:00:00,20140126060000
573,2014-01-26 07:00:00,0,2014-01-26 07:00:00,20140126070000
574,2014-01-26 08:00:00,3,2014-01-26 08:00:00,20140126080000
575,2014-01-26 09:00:00,2,2014-01-26 09:00:00,20140126090000
576,2014-01-26 10:00:00,0,2014-01-26 10:00:00,20140126100000
577,2014-01-26 11:00:00,5,2014-01-26 11:00:00,20140126110000
578,2014-01-26 12:00:00,10,2014-01-26 12:00:00,20140126120000
579,2014-01-26 13:00:00,2,2014-01-26 13:00:00,20140126130000
580,2014-01-26 14:00:00,14,2014-01-26 14:00:00,20140126140000
581,2014-01-26 15:00:00,9,2014-01-26 15:00:00,20140126150000
582,2014-01-26 16:00:00,7,2014-01-26 16:00:00,20140126160000
583,2014-01-26 17:00:00,0,2014-01-26 17:00:00,20140126170000
584,2014-01-26 18:00:00,0,2014-01-26 18:00:00,20140126180000
585,2014-01-26 19:00:00,0,2014-01-26 19:00:00,20140126190000
586,2014-01-26 20:00:00,0,2014-01-26 20:00:00,20140126200000
587,2014-01-26 21:00:00,0,2014-01-26 21:00:00,20140126210000
588,2014-01-26 22:00:00,0,2014-01-26 22:00:00,20140126220000
589,2014-01-26 23:00:00,0,2014-01-26 23:00:00,20140126230000
590,2014-01-27 00:00:00,0,2014-01-27 00:00:00,20140127000000
591,2014-01-27 01:00:00,0,2014-01-27 01:00:00,20140127010000
592,2014-01-27 02:00:00,0,2014-01-27 02:00:00,20140127020000
593,2014-01-27 03:00:00,0,2014-01-27 03:00:00,20140127030000
594,2014-01-27 04:00:00,0,2014-01-27 04:00:00,20140127040000
595,2014-01-27 05:00:00,0,2014-01-27 05:00:00,20140127050000
596,2014-01-27 06:00:00,0,2014-01-27 06:00:00,20140127060000
597,2014-01-27 07:00:00,0,2014-01-27 07:00:00,20140127070000
598,2014-01-27 08:00:00,0,2014-01-27 08:00:00,20140127080000
599,2014-01-27 09:00:00,0,2014-01-27 09:00:00,20140127090000
600,2014-01-27 10:00:00,0,2014-01-27 10:00:00,20140127100000
601,2014-01-27 11:00:00,0,2014-01-27 11:00:00,20140127110000
602,2014-01-27 12:00:00,0,2014-01-27 12:00:00,20140127120000
603,2014-01-27 13:00:00,1,2014-01-27 13:00:00,20140127130000
604,2014-01-27 14:00:00,2,2014-01-27 14:00:00,20140127140000
605,2014-01-27 15:00:00,0,2014-01-27 15:00:00,20140127150000
606,2014-01-27 16:00:00,0,2014-01-27 16:00:00,20140127160000
607,2014-01-27 17:00:00,0,2014-01-27 17:00:00,20140127170000
608,2014-01-27 18:00:00,6,2014-01-27 18:00:00,20140127180000
609,2014-01-27 19:00:00,0,2014-01-27 19:00:00,20140127190000
610,2014-01-27 20:00:00,0,2014-01-27 20:00:00,20140127200000
611,2014-01-27 21:00:00,0,2014-01-27 21:00:00,20140127210000
612,2014-01-27 22:00:00,0,2014-01-27 22:00:00,20140127220000
613,2014-01-27 23:00:00,0,2014-01-27 23:00:00,20140127230000
614,2014-01-28 00:00:00,0,2014-01-28 00:00:00,20140128000000
615,2014-01-28 01:00:00,0,2014-01-28 01:00:00,20140128010000
616,2014-01-28 02:00:00,0,2014-01-28 02:00:00,20140128020000
617,2014-01-28 03:00:00,0,2014-01-28 03:00:00,20140128030000
618,2014-01-28 04:00:00,0,2014-01-28 04:00:00,20140128040000
619,2014-01-28 05:00:00,0,2014-01-28 05:00:00,20140128050000
620,2014-01-28 06:00:00,0,2014-01-28 06:00:00,20140128060000
621,2014-01-28 07:00:00,0,2014-01-28 07:00:00,20140128070000
622,2014-01-28 08:00:00,0,2014-01-28 08:00:00,20140128080000
623,2014-01-28 09:00:00,0,2014-01-28 09:00:00,20140128090000
624,2014-01-28 10:00:00,0,2014-01-28 10:00:00,20140128100000
625,2014-01-28 11:00:00,4,2014-01-28 11:00:00,20140128110000
626,2014-01-28 12:00:00,2,2014-01-28 12:00:00,20140128120000
627,2014-01-28 13:00:00,7,2014-01-28 13:00:00,20140128130000
628,2014-01-28 14:00:00,4,2014-01-28 14:00:00,20140128140000
629,2014-01-28 15:00:00,0,2014-01-28 15:00:00,20140128150000
630,2014-01-28 16:00:00,0,2014-01-28 16:00:00,20140128160000
631,2014-01-28 17:00:00,2,2014-01-28 17:00:00,20140128170000
632,2014-01-28 18:00:00,0,2014-01-28 18:00:00,20140128180000
633,2014-01-28 19:00:00,0,2014-01-28 19:00:00,20140128190000
634,2014-01-28 20:00:00,0,2014-01-28 20:00:00,20140128200000
635,2014-01-28 21:00:00,0,2014-01-28 21:00:00,20140128210000
636,2014-01-28 22:00:00,0,2014-01-28 22:00:00,20140128220000
637,2014-01-28 23:00:00,0,2014-01-28 23:00:00,20140128230000
638,2014-01-29 00:00:00,0,2014-01-29 00:00:00,20140129000000
639,2014-01-29 01:00:00,0,2014-01-29 01:00:00,20140129010000
640,2014-01-29 02:00:00,0,2014-01-29 02:00:00,20140129020000
641,2014-01-29 03:00:00,0,2014-01-29 03:00:00,20140129030000
642,2014-01-29 04:00:00,0,2014-01-29 04:00:00,20140129040000
643,2014-01-29 05:00:00,0,2014-01-29 05:00:00,20140129050000
644,2014-01-29 06:00:00,0,2014-01-29 06:00:00,20140129060000
645,2014-01-29 07:00:00,0,2014-01-29 07:00:00,20140129070000
646,2014-01-29 08:00:00,0,2014-01-29 08:00:00,20140129080000
647,2014-01-29 09:00:00,0,2014-01-29 09:00:00,20140129090000
648,2014-01-29 10:00:00,0,2014-01-29 10:00:00,20140129100000
649,2014-01-29 11:00:00,0,2014-01-29 11:00:00,20140129110000
650,2014-01-29 12:00:00,2,2014-01-29 12:00:00,20140129120000
651,2014-01-29 13:00:00,1,2014-01-29 13:00:00,20140129130000
652,2014-01-29 14:00:00,2,2014-01-29 14:00:00,20140129140000
653,2014-01-29 15:00:00,3,2014-01-29 15:00:00,20140129150000
654,2014-01-29 16:00:00,0,2014-01-29 16:00:00,20140129160000
655,2014-01-29 17:00:00,0,2014-01-29 17:00:00,20140129170000
656,2014-01-29 18:00:00,0,2014-01-29 18:00:00,20140129180000
657,2014-01-29 19:00:00,0,2014-01-29 19:00:00,20140129190000
658,2014-01-29 20:00:00,0,2014-01-29 20:00:00,20140129200000
659,2014-01-29 21:00:00,0,2014-01-29 21:00:00,20140129210000
660,2014-01-29 22:00:00,0,2014-01-29 22:00:00,20140129220000
661,2014-01-29 23:00:00,0,2014-01-29 23:00:00,20140129230000
662,2014-01-30 00:00:00,0,2014-01-30 00:00:00,20140130000000
663,2014-01-30 01:00:00,0,2014-01-30 01:00:00,20140130010000
664,2014-01-30 02:00:00,0,2014-01-30 02:00:00,20140130020000
665,2014-01-30 03:00:00,0,2014-01-30 03:00:00,20140130030000
666,2014-01-30 04:00:00,0,2014-01-30 04:00:00,20140130040000
667,2014-01-30 05:00:00,0,2014-01-30 05:00:00,20140130050000
668,2014-01-30 06:00:00,0,2014-01-30 06:00:00,20140130060000
669,2014-01-30 07:00:00,0,2014-01-30 07:00:00,20140130070000
670,2014-01-30 08:00:00,0,2014-01-30 08:00:00,20140130080000
671,2014-01-30 09:00:00,0,2014-01-30 09:00:00,20140130090000
672,2014-01-30 10:00:00,0,2014-01-30 10:00:00,20140130100000
673,2014-01-30 11:00:00,0,2014-01-30 11:00:00,20140130110000
674,2014-01-30 12:00:00,0,2014-01-30 12:00:00,20140130120000
675,2014-01-30 13:00:00,0,2014-01-30 13:00:00,20140130130000
676,2014-01-30 14:00:00,0,2014-01-30 14:00:00,20140130140000
677,2014-01-30 15:00:00,0,2014-01-30 15:00:00,20140130150000
678,2014-01-30 16:00:00,5,2014-01-30 16:00:00,20140130160000
679,2014-01-30 17:00:00,0,2014-01-30 17:00:00,20140130170000
680,2014-01-30 18:00:00,0,2014-01-30 18:00:00,20140130180000
681,2014-01-30 19:00:00,0,2014-01-30 19:00:00,20140130190000
682,2014-01-30 20:00:00,0,2014-01-30 20:00:00,20140130200000
683,2014-01-30 21:00:00,0,2014-01-30 21:00:00,20140130210000
684,2014-01-30 22:00:00,0,2014-01-30 22:00:00,20140130220000
685,2014-01-30 23:00:00,0,2014-01-30 23:00:00,20140130230000
686,2014-01-31 00:00:00,0,2014-01-31 00:00:00,20140131000000
687,2014-01-31 01:00:00,0,2014-01-31 01:00:00,20140131010000
688,2014-01-31 02:00:00,0,2014-01-31 02:00:00,20140131020000
689,2014-01-31 03:00:00,0,2014-01-31 03:00:00,20140131030000
690,2014-01-31 04:00:00,0,2014-01-31 04:00:00,20140131040000
691,2014-01-31 05:00:00,0,2014-01-31 05:00:00,20140131050000
692,2014-01-31 06:00:00,0,2014-01-31 06:00:00,20140131060000
693,2014-01-31 07:00:00,0,2014-01-31 07:00:00,20140131070000
694,2014-01-31 08:00:00,0,2014-01-31 08:00:00,20140131080000
695,2014-01-31 09:00:00,0,2014-01-31 09:00:00,20140131090000
696,2014-01-31 10:00:00,0,2014-01-31 10:00:00,20140131100000
697,2014-01-31 11:00:00,0,2014-01-31 11:00:00,20140131110000
698,2014-01-31 12:00:00,4,2014-01-31 12:00:00,20140131120000
699,2014-01-31 13:00:00,2,2014-01-31 13:00:00,20140131130000
700,2014-01-31 14:00:00,7,2014-01-31 14:00:00,20140131140000
701,2014-01-31 15:00:00,4,2014-01-31 15:00:00,20140131150000
702,2014-01-31 16:00:00,4,2014-01-31 16:00:00,20140131160000
703,2014-01-31 17:00:00,0,2014-01-31 17:00:00,20140131170000
704,2014-01-31 18:00:00,2,2014-01-31 18:00:00,20140131180000
705,2014-01-31 19:00:00,0,2014-01-31 19:00:00,20140131190000
706,2014-01-31 20:00:00,0,2014-01-31 20:00:00,20140131200000
707,2014-01-31 21:00:00,0,2014-01-31 21:00:00,20140131210000
708,2014-01-31 22:00:00,0,2014-01-31 22:00:00,20140131220000
709,2014-01-31 23:00:00,0,2014-01-31 23:00:00,20140131230000
710,2014-02-01 00:00:00,0,2014-02-01 00:00:00,20140201000000
711,2014-02-01 01:00:00,0,2014-02-01 01:00:00,20140201010000
712,2014-02-01 02:00:00,0,2014-02-01 02:00:00,20140201020000
713,2014-02-01 03:00:00,0,2014-02-01 03:00:00,20140201030000
714,2014-02-01 04:00:00,0,2014-02-01 04:00:00,20140201040000
715,2014-02-01 05:00:00,0,2014-02-01 05:00:00,20140201050000
716,2014-02-01 06:00:00,0,2014-02-01 06:00:00,20140201060000
717,2014-02-01 07:00:00,0,2014-02-01 07:00:00,20140201070000
718,2014-02-01 08:00:00,0,2014-02-01 08:00:00,20140201080000
719,2014-02-01 09:00:00,0,2014-02-01 09:00:00,20140201090000
720,2014-02-01 10:00:00,2,2014-02-01 10:00:00,20140201100000
721,2014-02-01 11:00:00,8,2014-02-01 11:00:00,20140201110000
722,2014-02-01 12:00:00,4,2014-02-01 12:00:00,20140201120000
723,2014-02-01 13:00:00,9,2014-02-01 13:00:00,20140201130000
724,2014-02-01 14:00:00,5,2014-02-01 14:00:00,20140201140000
725,2014-02-01 15:00:00,23,2014-02-01 15:00:00,20140201150000
726,2014-02-01 16:00:00,6,2014-02-01 16:00:00,20140201160000
727,2014-02-01 17:00:00,0,2014-02-01 17:00:00,20140201170000
728,2014-02-01 18:00:00,0,2014-02-01 18:00:00,20140201180000
729,2014-02-01 19:00:00,0,2014-02-01 19:00:00,20140201190000
730,2014-02-01 20:00:00,0,2014-02-01 20:00:00,20140201200000
731,2014-02-01 21:00:00,0,2014-02-01 21:00:00,20140201210000
732,2014-02-01 22:00:00,0,2014-02-01 22:00:00,20140201220000
733,2014-02-01 23:00:00,0,2014-02-01 23:00:00,20140201230000
734,2014-02-02 00:00:00,0,2014-02-02 00:00:00,20140202000000
735,2014-02-02 01:00:00,0,2014-02-02 01:00:00,20140202010000
736,2014-02-02 02:00:00,0,2014-02-02 02:00:00,20140202020000
737,2014-02-02 03:00:00,0,2014-02-02 03:00:00,20140202030000
738,2014-02-02 04:00:00,0,2014-02-02 04:00:00,20140202040000
739,2014-02-02 05:00:00,0,2014-02-02 05:00:00,20140202050000
740,2014-02-02 06:00:00,0,2014-02-02 06:00:00,20140202060000
741,2014-02-02 07:00:00,0,2014-02-02 07:00:00,20140202070000
742,2014-02-02 08:00:00,0,2014-02-02 08:00:00,20140202080000
743,2014-02-02 09:00:00,0,2014-02-02 09:00:00,20140202090000
744,2014-02-02 10:00:00,2,2014-02-02 10:00:00,20140202100000
745,2014-02-02 11:00:00,0,2014-02-02 11:00:00,20140202110000
746,2014-02-02 12:00:00,8,2014-02-02 12:00:00,20140202120000
747,2014-02-02 13:00:00,2,2014-02-02 13:00:00,20140202130000
748,2014-02-02 14:00:00,0,2014-02-02 14:00:00,20140202140000
749,2014-02-02 15:00:00,0,2014-02-02 15:00:00,20140202150000
750,2014-02-02 16:00:00,0,2014-02-02 16:00:00,20140202160000
751,2014-02-02 17:00:00,0,2014-02-02 17:00:00,20140202170000
752,2014-02-02 18:00:00,0,2014-02-02 18:00:00,20140202180000
753,2014-02-02 19:00:00,0,2014-02-02 19:00:00,20140202190000
754,2014-02-02 20:00:00,0,2014-02-02 20:00:00,20140202200000
755,2014-02-02 21:00:00,0,2014-02-02 21:00:00,20140202210000
756,2014-02-02 22:00:00,0,2014-02-02 22:00:00,20140202220000
757,2014-02-02 23:00:00,0,2014-02-02 23:00:00,20140202230000
758,2014-02-03 00:00:00,0,2014-02-03 00:00:00,20140203000000
759,2014-02-03 01:00:00,0,2014-02-03 01:00:00,20140203010000
760,2014-02-03 02:00:00,0,2014-02-03 02:00:00,20140203020000
761,2014-02-03 03:00:00,0,2014-02-03 03:00:00,20140203030000
762,2014-02-03 04:00:00,0,2014-02-03 04:00:00,20140203040000
763,2014-02-03 05:00:00,0,2014-02-03 05:00:00,20140203050000
764,2014-02-03 06:00:00,0,2014-02-03 06:00:00,20140203060000
765,2014-02-03 07:00:00,0,2014-02-03 07:00:00,20140203070000
766,2014-02-03 08:00:00,0,2014-02-03 08:00:00,20140203080000
767,2014-02-03 09:00:00,0,2014-02-03 09:00:00,20140203090000
768,2014-02-03 10:00:00,0,2014-02-03 10:00:00,20140203100000
769,2014-02-03 11:00:00,0,2014-02-03 11:00:00,20140203110000
770,2014-02-03 12:00:00,0,2014-02-03 12:00:00,20140203120000
771,2014-02-03 13:00:00,2,2014-02-03 13:00:00,20140203130000
772,2014-02-03 14:00:00,1,2014-02-03 14:00:00,20140203140000
